Date,Open,High,Low,Close,Volume,Adj Close
2009-01-28,2998.35,3085.69,2989.68,3076.01,188188100,3076.01
2009-01-27,2970.45,2970.95,2907.64,2954.53,155556600,2954.53
2009-01-26,2838.74,2968.11,2834.54,2955.37,170960700,2955.37
2009-01-23,2869.23,2885.62,2770.09,2849.14,169838300,2849.14
2009-01-22,2964.66,2981.10,2864.74,2869.62,163124100,2869.62
2009-01-21,2885.09,2947.65,2841.87,2905.57,228844300,2905.57
2009-01-20,2984.81,3031.55,2912.53,2925.28,149771200,2925.28
2009-01-19,3069.92,3083.39,2949.64,2989.69,122394500,2989.69
2009-01-16,3059.21,3107.85,3009.50,3016.75,168809900,3016.75
2009-01-15,3056.95,3071.55,2962.56,2995.88,171376700,2995.88
2009-01-14,3216.88,3219.37,3018.06,3052.00,170760500,3052.00
2009-01-13,3232.25,3234.52,3154.29,3197.89,140367100,3197.89
2009-01-12,3287.58,3305.46,3236.47,3246.12,103393400,3246.12
2009-01-09,3337.84,3368.30,3271.03,3299.50,110150500,3299.50
2009-01-08,3308.64,3346.28,3269.80,3324.33,117238100,3324.33
2009-01-07,3378.99,3403.33,3316.60,3346.09,143934600,3346.09
2009-01-06,3372.78,3426.04,3339.29,3396.22,131786400,3396.22
2009-01-05,3381.28,3382.85,3323.12,3359.92,121291200,3359.92
2009-01-02,3240.75,3349.69,3219.55,3349.69,76923000,3349.69
2008-12-31,3242.30,3264.50,3217.97,3217.97,39347200,3217.97
2008-12-30,3160.43,3217.13,3151.03,3217.13,65048600,3217.13
2008-12-29,3139.24,3169.25,3105.07,3130.72,58312200,3130.72
2008-12-24,3111.02,3150.23,3094.69,3116.21,30572600,3116.21
2008-12-23,3154.40,3188.42,3128.41,3128.41,89696200,3128.41
2008-12-22,3201.66,3209.35,3151.36,3151.36,121440900,3151.36
2008-12-19,3190.15,3248.92,3146.82,3225.90,213878600,3225.90
2008-12-18,3246.86,3260.01,3196.91,3234.15,157125600,3234.15
2008-12-17,3281.82,3305.02,3187.72,3241.92,173590500,3241.92
2008-12-16,3186.43,3251.66,3176.70,3251.66,131834400,3251.66
2008-12-15,3258.25,3269.11,3171.65,3185.66,121986800,3185.66
2008-12-12,3172.19,3242.37,3114.77,3213.60,000,3213.60
2008-12-11,3309.00,3342.72,3263.15,3306.13,129274700,3306.13
2008-12-10,3310.06,3331.30,3261.56,3320.31,141428000,3320.31
2008-12-09,3211.15,3342.84,3198.51,3297.80,199281200,3297.80
2008-12-08,3190.50,3253.27,3154.03,3247.48,191470600,3247.48
2008-12-05,3118.74,3128.43,2956.75,2988.01,170763500,2988.01
2008-12-04,3160.40,3257.15,3109.16,3161.16,169385300,3161.16
2008-12-03,3147.42,3183.50,3056.03,3166.65,136411800,3166.65
2008-12-02,3029.85,3160.30,3011.80,3152.90,162809200,3152.90
2008-12-01,3261.33,3272.09,3071.99,3080.43,137255200,3080.43
2008-11-28,3239.38,3262.68,3177.30,3262.68,144639700,3262.68
2008-11-27,3223.40,3254.76,3205.25,3250.39,110609700,3250.39
2008-11-26,3183.70,3213.16,3095.06,3169.85,157880800,3169.85
2008-11-25,3126.38,3274.71,3104.36,3209.56,222082500,3209.56
2008-11-24,2959.52,3172.11,2931.49,3172.11,219127700,3172.11
2008-11-21,3005.19,3041.11,2838.50,2881.26,230950600,2881.26
2008-11-20,3000.14,3037.36,2909.34,2980.42,236556200,2980.42
2008-11-19,3215.51,3215.51,3085.14,3087.89,182591400,3087.89
2008-11-18,3194.16,3227.75,3103.54,3217.40,176681000,3217.40
2008-11-17,3283.57,3309.62,3166.79,3182.03,151743400,3182.03
2008-11-14,3370.86,3378.93,3269.56,3291.47,166657000,3291.47
2008-11-13,3196.03,3293.98,3183.65,3269.46,161551800,3269.46
2008-11-12,3407.36,3410.09,3207.90,3233.96,169349700,3233.96
2008-11-11,3453.65,3460.13,3328.31,3336.41,139342500,3336.41
2008-11-10,3558.65,3612.28,3489.72,3505.75,129569200,3505.75
2008-11-07,3393.39,3509.92,3351.22,3469.12,159761600,3469.12
2008-11-06,3504.38,3574.95,3377.68,3387.25,219323700,3387.25
2008-11-05,3667.85,3675.36,3569.30,3618.11,189891200,3618.11
2008-11-04,3545.10,3691.09,3519.09,3691.09,208249400,3691.09
2008-11-03,3513.12,3527.97,3459.84,3527.97,144416100,3527.97
2008-10-31,3388.79,3487.07,3319.35,3487.07,218914700,3487.07
2008-10-30,3489.35,3489.35,3327.95,3407.82,257785100,3407.82
2008-10-29,3297.15,3402.57,3269.06,3402.57,303661200,3402.57
2008-10-28,3159.50,3176.11,2996.16,3114.92,258384000,3114.92
2008-10-27,3035.37,3128.24,2976.40,3067.35,222370700,3067.35
2008-10-24,3152.06,3193.79,2959.29,3193.79,324799500,3193.79
2008-10-23,3311.12,3343.58,3182.03,3310.87,217437200,3310.87
2008-10-22,3380.01,3418.30,3291.71,3298.18,192203900,3298.18
2008-10-21,3536.80,3545.53,3436.45,3475.40,186462500,3475.40
2008-10-20,3413.83,3448.51,3356.09,3448.51,220540400,3448.51
2008-10-17,3349.39,3349.82,3179.38,3329.92,298427100,3329.92
2008-10-16,3215.21,3354.39,3115.89,3181.00,341221000,3181.00
2008-10-15,3616.47,3616.47,3346.77,3381.07,278057500,3381.07
2008-10-14,3680.52,3766.88,3555.99,3628.52,315267700,3628.52
2008-10-13,3379.53,3531.50,3290.41,3531.50,301050400,3531.50
2008-10-10,3164.92,3280.04,3047.85,3176.49,466142400,3176.49
2008-10-09,3567.76,3612.37,3389.70,3442.70,272566700,3442.70
2008-10-08,3561.10,3759.36,3426.85,3496.89,372820900,3496.89
2008-10-07,3827.74,3856.98,3689.26,3732.22,258330700,3732.22
2008-10-06,3887.14,3911.49,3679.63,3711.98,277662200,3711.98
2008-10-03,3977.15,4110.65,3934.03,4080.75,208459400,4080.75
2008-10-02,4063.26,4112.24,3962.74,3963.28,198487200,3963.28
2008-10-01,4071.39,4071.39,3998.49,4054.54,166047600,4054.54
2008-09-30,3850.74,4043.33,3844.63,4032.10,250933100,4032.10
2008-09-29,4160.84,4160.84,3953.48,3953.48,221762500,3953.48
2008-09-26,4164.91,4201.51,4106.75,4163.38,144137000,4163.38
2008-09-25,4112.67,4231.84,4111.27,4226.81,179839400,4226.81
2008-09-24,4160.67,4169.17,4097.35,4114.54,162917400,4114.54
2008-09-23,4197.22,4205.50,4114.49,4139.82,191699800,4139.82
2008-09-22,4331.17,4356.67,4223.51,4223.51,207092300,4223.51
2008-09-19,4226.48,4324.87,4090.17,4324.87,531247600,4324.87
2008-09-18,3981.46,4077.97,3926.82,3957.86,300505200,3957.86
2008-09-17,4159.47,4160.26,3990.86,4000.11,284152300,4000.11
2008-09-16,4098.48,4158.36,4027.44,4087.40,316683500,4087.40
2008-09-15,4184.52,4232.82,4075.54,4168.97,305211400,4168.97
2008-09-12,4315.42,4333.03,4256.73,4332.66,145314900,4332.66
2008-09-11,4275.17,4286.83,4192.92,4249.07,169029600,4249.07
2008-09-10,4297.09,4315.23,4239.09,4283.66,185012400,4283.66
2008-09-09,4335.02,4386.78,4275.10,4293.34,176167200,4293.34
2008-09-08,4355.52,4408.82,4289.51,4340.18,219676100,4340.18
2008-09-05,4271.50,4288.31,4181.61,4196.66,205787800,4196.66
2008-09-04,4444.47,4457.30,4302.04,4304.01,188287500,4304.01
2008-09-03,4502.03,4511.69,4447.13,4447.13,145810700,4447.13
2008-09-02,4465.34,4558.56,4444.11,4539.07,197446600,4539.07
2008-09-01,4455.59,4491.52,4436.68,4472.13,94363000,4472.13
2008-08-29,4474.02,4508.67,4456.23,4482.60,161011900,4482.60
2008-08-28,4369.83,4479.73,4339.61,4461.49,169292000,4461.49
2008-08-27,4371.15,4390.33,4309.79,4373.08,123753900,4373.08
2008-08-26,4330.62,4383.80,4296.24,4368.55,106230100,4368.55
2008-08-25,4383.24,4392.50,4350.83,4355.87,65140600,4355.87
2008-08-22,4322.64,4404.77,4306.11,4400.45,109100300,4400.45
2008-08-21,4336.05,4341.79,4294.94,4304.61,124125200,4304.61
2008-08-20,4355.55,4377.50,4327.22,4365.87,116906600,4365.87
2008-08-19,4402.98,4402.98,4329.94,4332.79,127542700,4332.79
2008-08-18,4435.91,4501.38,4405.07,4448.84,93648400,4448.84
2008-08-15,4445.82,4495.86,4421.37,4453.62,106966800,4453.62
2008-08-14,4439.48,4467.28,4383.48,4420.91,123336200,4420.91
2008-08-13,4492.28,4500.00,4397.62,4402.97,154188100,4402.97
2008-08-12,4521.37,4552.26,4494.10,4518.48,148984600,4518.48
2008-08-11,4500.30,4538.49,4486.11,4538.49,111653000,4538.49
2008-08-08,4432.01,4496.41,4415.75,4491.85,158965000,4491.85
2008-08-07,4434.63,4514.17,4432.30,4457.43,185973700,4457.43
2008-08-06,4423.94,4454.02,4395.82,4448.33,182953900,4448.33
2008-08-05,4301.44,4390.93,4282.39,4386.35,181949200,4386.35
2008-08-04,4306.85,4332.15,4267.29,4280.63,111724800,4280.63
2008-08-01,4345.01,4378.84,4297.08,4314.34,137880200,4314.34
2008-07-31,4415.79,4448.05,4365.26,4392.36,162667100,4392.36
2008-07-30,4384.80,4424.01,4346.82,4400.55,168140700,4400.55
2008-07-29,4280.93,4346.12,4256.36,4320.49,185701300,4320.49
2008-07-28,4367.50,4367.50,4316.61,4324.45,121680200,4324.45
2008-07-25,4303.27,4398.13,4299.36,4377.18,178215500,4377.18
2008-07-24,4434.87,4440.89,4328.52,4347.99,174642800,4347.99
2008-07-23,4389.82,4419.48,4367.27,4408.74,187141500,4408.74
2008-07-22,4286.82,4332.99,4259.29,4327.26,195075500,4327.26
2008-07-21,4310.16,4362.06,4261.98,4327.14,278950900,4327.14
2008-07-18,4186.65,4299.36,4177.80,4299.36,243302000,4299.36
2008-07-17,4174.43,4260.95,4159.02,4225.99,253866900,4225.99
2008-07-16,4070.01,4116.28,4002.87,4112.45,210208700,4112.45
2008-07-15,4088.36,4110.27,4024.84,4061.15,215192800,4061.15
2008-07-14,4148.10,4189.22,4135.15,4142.53,133898800,4142.53
2008-07-11,4250.46,4260.81,4100.64,4100.64,226328300,4100.64
2008-07-10,4261.65,4293.12,4209.64,4231.56,188697100,4231.56
2008-07-09,4323.53,4342.63,4301.48,4339.66,162296200,4339.66
2008-07-08,4254.87,4292.41,4224.08,4275.61,198950500,4275.61
2008-07-07,4305.29,4350.94,4271.00,4342.59,134681500,4342.59
2008-07-04,4358.25,4358.60,4266.00,4266.00,113122900,4266.00
2008-07-03,4241.70,4358.02,4224.13,4343.99,233201900,4343.99
2008-07-02,4349.99,4378.16,4296.48,4296.48,196025400,4296.48
2008-07-01,4410.79,4415.86,4307.09,4341.21,204448900,4341.21
2008-06-30,4404.49,4439.78,4354.87,4434.85,200549300,4434.85
2008-06-27,4408.33,4433.22,4348.31,4397.32,210812700,4397.32
2008-06-26,4490.62,4505.98,4426.19,4426.19,176921300,4426.19
2008-06-25,4489.70,4537.16,4489.70,4536.29,157921200,4536.29
2008-06-24,4514.40,4533.40,4426.26,4473.76,197903700,4473.76
2008-06-23,4497.30,4538.54,4489.87,4511.37,152536200,4511.37
2008-06-20,4612.99,4617.03,4475.13,4509.27,269391300,4509.27
2008-06-19,4590.98,4631.64,4590.98,4591.39,194786700,4591.39
2008-06-18,4668.43,4676.63,4597.22,4618.75,171541900,4618.75
2008-06-17,4673.13,4723.25,4673.13,4686.33,161826100,4686.33
2008-06-16,4686.68,4690.73,4618.49,4657.74,130363000,4657.74
2008-06-13,4665.44,4689.41,4614.54,4682.30,156709500,4682.30
2008-06-12,4667.71,4694.71,4646.15,4672.30,200984400,4672.30
2008-06-11,4777.48,4796.93,4659.52,4660.91,183387800,4660.91
2008-06-10,4764.41,4793.37,4732.57,4761.08,182042500,4761.08
2008-06-09,4779.43,4821.27,4775.26,4799.38,154940700,4799.38
2008-06-06,4936.89,4969.03,4793.72,4795.32,203483000,4795.32
2008-06-05,4915.72,4944.45,4880.35,4907.06,198129700,4907.06
2008-06-04,4966.28,4966.28,4867.09,4915.07,152002200,4915.07
2008-06-03,4914.23,4987.76,4914.23,4983.71,127257000,4983.71
2008-06-02,5008.94,5012.01,4925.09,4935.21,127860500,4935.21
2008-05-30,4989.61,5028.80,4986.39,5014.28,156018600,5014.28
2008-05-29,4988.33,5006.47,4952.16,4975.90,159600000,4975.90
2008-05-28,4923.78,5006.16,4914.18,4971.11,152840400,4971.11
2008-05-27,4956.72,4959.51,4893.86,4906.56,135458400,4906.56
2008-05-26,4910.53,4950.76,4910.53,4937.84,64756800,4937.84
2008-05-23,5020.60,5021.07,4933.77,4933.77,134889900,4933.77
2008-05-22,4977.85,5047.91,4975.04,5028.74,144890500,5028.74
2008-05-21,5065.28,5080.73,5003.09,5027.55,157355300,5027.55
2008-05-20,5091.45,5104.74,5041.22,5054.88,142400200,5054.88
2008-05-19,5090.53,5142.10,5076.12,5142.10,118892400,5142.10
2008-05-16,5090.75,5120.91,5058.79,5078.04,147461700,5078.04
2008-05-15,5045.68,5060.28,5020.39,5057.51,130183800,5057.51
2008-05-14,5036.67,5067.97,4992.14,5055.24,153916500,5055.24
2008-05-13,5001.98,5017.28,4951.37,4998.67,144607000,4998.67
2008-05-12,4975.09,5011.27,4954.67,4976.21,74711800,4976.21
2008-05-09,5001.00,5004.58,4925.05,4960.56,128284100,4960.56
2008-05-08,5029.02,5066.87,5025.21,5055.58,109887100,5055.58
2008-05-07,5058.78,5100.10,5041.57,5075.31,133948700,5075.31
2008-05-06,5052.71,5067.84,5011.12,5040.92,121975800,5040.92
2008-05-05,5062.70,5078.72,5048.24,5063.36,70413600,5063.36
2008-05-02,5057.52,5099.39,5028.57,5069.71,162669700,5069.71
2008-04-30,4976.56,5006.48,4935.10,4996.54,152666500,4996.54
2008-04-29,4986.12,5013.05,4957.78,4977.10,132602200,4977.10
2008-04-28,4989.92,5030.76,4986.44,5012.75,94535600,5012.75
2008-04-25,4954.29,5013.44,4950.90,4978.21,161354600,4978.21
2008-04-24,4916.56,4942.82,4861.22,4929.55,138180000,4929.55
2008-04-23,4888.14,4951.05,4850.91,4944.65,155547700,4944.65
2008-04-22,4887.28,4930.16,4849.88,4872.64,128651100,4872.64
2008-04-21,4954.49,4961.31,4885.13,4910.35,134671700,4910.35
2008-04-18,4882.29,4976.37,4878.40,4961.69,192982500,4961.69
2008-04-17,4877.07,4900.66,4834.22,4862.14,165843700,4862.14
2008-04-16,4820.27,4863.06,4789.28,4855.10,181523100,4855.10
2008-04-15,4801.00,4820.75,4741.06,4780.68,118835800,4780.68
2008-04-14,4755.07,4793.63,4750.28,4766.49,119717800,4766.49
2008-04-11,4891.84,4917.89,4775.16,4797.93,153178100,4797.93
2008-04-10,4875.48,4880.59,4789.63,4859.42,161154900,4859.42
2008-04-09,4888.92,4924.57,4868.19,4874.97,127023000,4874.97
2008-04-08,4908.16,4914.43,4878.73,4912.69,113384100,4912.69
2008-04-07,4936.25,4959.97,4926.67,4944.60,128312000,4944.60
2008-04-04,4914.42,4919.96,4848.67,4900.88,141401200,4900.88
2008-04-03,4926.37,4926.37,4853.96,4887.87,151866000,4887.87
2008-04-02,4906.06,4923.40,4856.39,4911.97,173182300,4911.97
2008-04-01,4689.65,4876.84,4681.24,4866.00,188525000,4866.00
2008-03-31,4648.54,4711.78,4622.26,4707.07,142322200,4707.07
2008-03-28,4722.95,4740.78,4679.53,4695.92,115984400,4695.92
2008-03-27,4667.99,4750.63,4664.97,4719.53,150671700,4719.53
2008-03-26,4658.51,4693.62,4647.92,4676.68,153864400,4676.68
2008-03-25,4692.17,4699.90,4647.54,4692.00,206193300,4692.00
2008-03-20,4510.97,4553.28,4480.87,4533.72,290932000,4533.72
2008-03-19,4635.02,4652.67,4533.18,4555.95,248269200,4555.95
2008-03-18,4502.64,4593.00,4481.80,4582.59,223507000,4582.59
2008-03-17,4449.39,4505.97,4416.71,4431.04,249766000,4431.04
2008-03-14,4632.11,4707.83,4544.62,4592.15,214275200,4592.15
2008-03-13,4610.99,4642.20,4547.09,4630.19,197888900,4630.19
2008-03-12,4716.92,4741.89,4678.62,4697.10,196215200,4697.10
2008-03-11,4589.88,4683.18,4566.95,4627.69,189545700,4627.69
2008-03-10,4601.71,4625.98,4534.58,4566.99,158091800,4566.99
2008-03-07,4630.57,4661.88,4576.59,4618.96,198919200,4618.96
2008-03-06,4767.04,4767.04,4664.14,4678.05,158195900,4678.05
2008-03-05,4723.10,4767.59,4689.03,4756.42,141700700,4756.42
2008-03-04,4749.07,4782.86,4655.25,4675.91,163286600,4675.91
2008-03-03,4723.22,4764.15,4698.00,4742.66,150295500,4742.66
2008-02-29,4837.01,4873.02,4768.53,4790.66,196078300,4790.66
2008-02-28,4939.15,4964.09,4856.05,4865.23,178539100,4865.23
2008-02-27,4990.63,4992.77,4892.59,4968.82,182277000,4968.82
2008-02-26,4955.71,4980.65,4917.15,4973.07,176562600,4973.07
2008-02-25,4877.89,4925.94,4870.41,4919.26,143544400,4919.26
2008-02-22,4818.73,4878.18,4786.67,4824.55,162038700,4824.55
2008-02-21,4854.10,4905.17,4834.04,4858.85,162398400,4858.85
2008-02-20,4828.36,4866.90,4779.14,4812.81,168788700,4812.81
2008-02-19,4844.52,4940.36,4806.17,4885.83,153181200,4885.83
2008-02-15,4857.49,4877.66,4743.93,4771.79,175653200,4771.79
2008-02-14,4923.97,4926.33,4835.77,4858.65,177895400,4858.65
2008-02-13,4791.82,4887.31,4781.50,4855.40,168735900,4855.40
2008-02-12,4728.78,4846.97,4676.10,4840.71,196522500,4840.71
2008-02-11,4653.15,4734.73,4644.74,4682.70,154090700,4682.70
2008-02-08,4764.86,4789.38,4679.80,4709.65,224328000,4709.65
2008-02-07,4792.56,4797.54,4683.06,4723.80,221349300,4723.80
2008-02-06,4729.41,4823.03,4729.41,4816.43,211346000,4816.43
2008-02-05,4970.09,4970.79,4767.45,4776.86,200152000,4776.86
2008-02-04,5027.26,5027.26,4954.93,4973.64,131717900,4973.64
2008-02-01,4935.79,5009.16,4927.18,4978.06,225981000,4978.06
2008-01-31,4863.37,4907.67,4762.73,4869.79,216186900,4869.79
2008-01-30,4911.73,4911.80,4841.30,4873.57,178151400,4873.57
2008-01-29,4893.38,4949.40,4868.01,4941.45,167172600,4941.45
2008-01-28,4791.50,4854.34,4755.98,4848.30,166274300,4848.30
2008-01-25,5001.57,5001.57,4855.43,4878.12,232316200,4878.12
2008-01-24,4816.99,4916.98,4773.53,4915.29,323092800,4915.29
2008-01-23,4950.00,4950.00,4591.24,4636.76,353541900,4636.76
2008-01-22,4544.79,4903.99,4505.14,4842.54,463552500,4842.54
2008-01-21,5006.48,5012.53,4726.76,4744.45,365210100,4744.45
2008-01-18,5159.56,5231.56,5081.23,5092.40,255148000,5092.40
2008-01-17,5278.29,5278.50,5150.24,5157.09,204957900,5157.09
2008-01-16,5216.22,5289.05,5177.68,5225.39,233648700,5225.39
2008-01-15,5390.37,5394.14,5250.09,5250.82,192383100,5250.82
2008-01-14,5345.83,5421.22,5343.25,5403.51,142891500,5403.51
2008-01-11,5398.49,5410.91,5349.25,5371.41,178858400,5371.41
2008-01-10,5468.54,5471.82,5394.52,5400.43,166136700,5400.43
2008-01-09,5459.40,5463.07,5420.06,5435.42,198041500,5435.42
2008-01-08,5476.51,5533.93,5471.14,5495.67,174857100,5495.67
2008-01-07,5432.00,5475.25,5429.32,5452.83,181161800,5452.83
